"city departure","city arrival","number passengers 1990","number passengers 1995","number passengers 2000","number passengers 2005","number passengers 2010"
"Kenmore,WA","Sullivan Bay,Canada",0,0,0,0,164
"Alexandria,LA","Bogota,Colombia",0,0,0,0,948
"Seattle,WA","Rome,Italy",0,0,0,0,424
"Atlanta,GA","Manila,Philippines",0,0,0,0,4902
"Abuja,Nigeria","Atlanta,GA",0,0,0,0,2711
"Saskatoon,Canada","Tulsa,OK",0,0,0,0,5
"Montreal,Canada","Santa Ana,CA",0,0,0,0,368
"Newark,NJ","Bonaire,Netherlands Antilles",0,0,0,0,3548
"Las Vegas,NV","Shannon,Ireland",0,0,0,0,26
"Columbus,OH","San Jose del Cabo,Mexico",0,0,0,0,177
"Grande Prairie,Canada","Anchorage,AK",0,0,0,0,237
"Rock Sound,The Bahamas","Columbia,SC",0,0,0,0,98
"Edmonton,Canada","Omaha,NE",0,0,0,0,22
"Houston,TX","Brussels,Belgium",0,0,0,0,3022
"San Francisco,CA","Istanbul,Turkey",0,0,0,0,346
"Miami,FL","Ibague,Colombia",0,0,0,0,138
"Athens,Greece","Philadelphia,PA",0,0,0,0,23465
"Washington,DC","Dubai,United Arab Emirates",0,0,0,0,70243
"Indianapolis,IN","Zhezkazgan,Kazakhstan",0,0,0,0,2
"Monterrey,Mexico","Wichita,KS",0,0,0,0,23
"Oklahoma City,OK","Vancouver,Canada",0,0,0,0,44
"London,United Kingdom","Teterboro,NJ",0,0,0,0,53
"Winnipeg,Canada","Knoxville,TN",0,0,0,0,8
"Orlando,FL","Athens,Greece",0,0,0,0,35
"Alexandria,LA","Guatemala City,Guatemala",0,0,0,0,2521
"Tulsa,OK","Cozumel,Mexico",0,0,0,0,14
"Jacksonville,FL","Lisbon,Portugal",0,0,0,0,33
"Jeju,South Korea","Guam,TT",0,0,0,0,48
"Accra,Ghana","Seattle,WA",0,0,0,0,44
"Philadelphia,PA","Lisbon,Portugal",0,0,0,0,22875
"Westhampton,NY","London,United Kingdom",0,0,0,0,1
"Madrid,Spain","Detroit,MI",0,0,0,0,386
"Budapest,Hungary","Fort Lauderdale,FL",0,0,0,0,219
"Los Angeles,CA","Toluca,Mexico",0,0,0,0,25810
"Raleigh/Durham,NC","Belize City,Belize",0,0,0,0,120
"Denver,CO","Zurich,Switzerland",0,0,0,0,2405
"Wichita,KS","Mexico City,Mexico",0,0,0,0,77
"Fort Lauderdale,FL","San Pedro Sula,Honduras",0,0,0,0,19556
"Philadelphia,PA","Tel Aviv,Israel",0,0,0,0,67725
"Lake Simcoe,Canada","Grand Rapids,MI",0,0,0,0,5
"Kenmore,WA","Port McNeill,Canada",0,0,0,0,323
"Chicago,IL","Athens,Greece",0,0,0,0,877
"Miami,FL","Prague,Czech Republic",0,0,0,0,629
"Beijing,China","Honolulu,HI",0,0,0,0,781
"San Jose,Costa Rica","Detroit,MI",0,0,0,0,76
"Doha,Qatar","Houston,TX",0,0,0,0,72256
"Washington,DC","Bucaramanga,Colombia",0,0,0,0,368
"Washington,DC","Cartagena,Colombia",0,0,0,0,437
"Accra,Ghana","Chicago,IL",0,0,0,0,1134
"Houston,TX","Manama,Bahrain",0,0,0,0,297
"Tegucigalpa,Honduras","Atlanta,GA",0,0,0,0,18515
"Akron,OH","Montreal,Canada",0,0,0,0,21
"Puerto Vallarta,Mexico","Charlotte,NC",0,0,0,0,9378
"Oakland,CA","Tijuana,Mexico",0,0,0,0,1029
"Harlingen/San Benito,TX","Guatemala City,Guatemala",0,0,0,0,4101
"Hong Kong,Hong Kong","Cleveland,OH",0,0,0,0,215
"State College,PA","London,Canada",0,0,0,0,2
"Winnipeg,Canada","Wichita,KS",0,0,0,0,7
"Dallas/Fort Worth,TX","Taipei,Taiwan",0,0,0,0,142
"Denver,CO","Singapore,Singapore",0,0,0,0,377
"Teterboro,NJ","Manama,Bahrain",0,0,0,0,2
"Hartford,CT","Hong Kong,Hong Kong",0,0,0,0,160
"Saint Barthelemy,Saint Barthelemy","San Juan,PR",0,0,0,0,2268
"Burlington,VT","Quebec,Canada",0,0,0,0,34
"White Plains,NY","Muskoka,Canada",0,0,0,0,5
"Geneva,Switzerland","West Palm Beach/Palm Beach,FL",0,0,0,0,7
"Guam,TT","Nadi,Fiji",0,0,0,0,6267
"Myrtle Beach,SC","Puerto Vallarta,Mexico",0,0,0,0,22
"Alexandria,LA","San Pedro Sula,Honduras",0,0,0,0,480
"San Salvador,El Salvador","White Plains,NY",0,0,0,0,66
"Teterboro,NJ","Nykoping,Sweden",0,0,0,0,2
"Neiva,Colombia","Fort Lauderdale,FL",0,0,0,0,18
"Recife,Brazil","San Juan,PR",0,0,0,0,95
"Abu Dhabi,United Arab Emirates","Chicago,IL",0,0,0,0,88226
"Santa Rosa,CA","Vancouver,Canada",0,0,0,0,14
"Washington,DC","Kuwait,Kuwait",0,0,0,0,57574
"New York,NY","Pisa,Italy",0,0,0,0,23174
"Amsterdam,Netherlands","Dallas/Fort Worth,TX",0,0,0,0,44783
"Washington,DC","Willemstad,Netherlands Antilles",0,0,0,0,160
"Barcelona,Spain","Newark,NJ",0,0,0,0,49995
"Montreal,Canada","Bloomington/Normal,IL",0,0,0,0,12
"Ontario,CA","Mazatlan,Mexico",0,0,0,0,13
"Chicago,IL","Barcelona,Spain",0,0,0,0,6437
"Myrtle Beach,SC","San Jose del Cabo,Mexico",0,0,0,0,1
"Mayo,Canada","Fairbanks,AK",0,0,0,0,13
"New York,NY","Neiva,Colombia",0,0,0,0,82
"Guam,TT","Jeju,South Korea",0,0,0,0,59
"Orlando,FL","Johannesburg,South Africa",0,0,0,0,19
"Orlando,FL","Queretaro,Mexico",0,0,0,0,123
"Shanghai,China","Pittsburgh,PA",0,0,0,0,2
"Atlanta,GA","Beijing,China",0,0,0,0,2146
"Riohacha,Colombia","New York,NY",0,0,0,0,10
"Medellin,Colombia","Hartford,CT",0,0,0,0,9
"Toronto,Canada","Racine,WI",0,0,0,0,3
"Kiev,Ukraine","Portland,OR",0,0,0,0,246
"Gander,Canada","Washington,DC",0,0,0,0,17
"Milwaukee,WI","Edmonton,Canada",0,0,0,0,7
"Denver,CO","Accra,Ghana",0,0,0,0,62
"Samana,Dominican Republic","Miami,FL",0,0,0,0,234
"Baltimore,MD","Philipsburg,Sint Maarten",0,0,0,0,18
"Orlando,FL","Philipsburg,Sint Maarten",0,0,0,0,6
"Miami,FL","Popayan,Colombia",0,0,0,0,34
"Columbus,OH","Kingston,Jamaica",0,0,0,0,18
"Montego Bay,Jamaica","Charlotte Amalie,VI",0,0,0,0,14
"Phoenix,AZ","San Pedro Sula,Honduras",0,0,0,0,684
"Victoria,Canada","Kenmore,WA",0,0,0,0,1169
"Fort Pierce,FL","Toronto,Canada",0,0,0,0,5
"Gander,Canada","Portsmouth,NH",0,0,0,0,308
"Andros Town,The Bahamas","Mayport,FL",0,0,0,0,72
"Melbourne,Australia","Chicago,IL",0,0,0,0,5088
"Lajes,Portugal","Washington,DC",0,0,0,0,186
"Port Townsend,WA","Vancouver,Canada",0,0,0,0,1
"Des Moines,IA","Ottawa,Canada",0,0,0,0,30
"Vancouver,Canada","North Bend/Coos Bay,OR",0,0,0,0,62
"Newark,NJ","Athens,Greece",0,0,0,0,28239
"Chicago,IL","London,Canada",0,0,0,0,16933
"Pittsburgh,PA","London,Canada",0,0,0,0,1
"Beijing,China","Seattle,WA",0,0,0,0,53423
"Kenmore,WA","Vancouver,Canada",0,0,0,0,11
"Fort Pierce,FL","Moss Town,The Bahamas",0,0,0,0,6
"Honolulu,HI","Beijing,China",0,0,0,0,608
"Hamilton,Canada","Las Vegas,NV",0,0,0,0,3
"Willemstad,Curacao","Miami,FL",0,0,0,0,31530
"New York,NY","Rzeszow,Poland",0,0,0,0,2394
"Barcelona,Spain","Washington,DC",0,0,0,0,1246
"Syracuse,NY","Providenciales,Turks and Caicos Islands",0,0,0,0,33
"Athens,Greece","Newark,NJ",0,0,0,0,28519
"Kenmore,WA","Nanaimo,Canada",0,0,0,0,281
"Fairbanks,AK","Mayo,Canada",0,0,0,0,13
"Rochester,NY","Punta Cana,Dominican Republic",0,0,0,0,11
"Orlando,FL","Maracaibo,Venezuela",0,0,0,0,742
"Moss Town,The Bahamas","Atlanta,GA",0,0,0,0,1635
"Minneapolis,MN","Moscow,Russia",0,0,0,0,789
"Ibague,Colombia","New York,NY",0,0,0,0,114
"Jackson,WY","Edmonton,Canada",0,0,0,0,1
"Philipsburg,Sint Maarten","Boston,MA",0,0,0,0,2026
"Saskatoon,Canada","Baltimore,MD",0,0,0,0,3
"Islip,NY","Geneva,Switzerland",0,0,0,0,2
"Athens,Greece","Tampa,FL",0,0,0,0,381
"Salisbury,MD","Keflavik/Reykjavik,Iceland",0,0,0,0,9
"New Orleans,LA","Rio de Janeiro,Brazil",0,0,0,0,591
"Calgary,Canada","Kansas City,MO",0,0,0,0,110
"Philadelphia,PA","Athens,Greece",0,0,0,0,23462
"Dusseldorf,Germany","Raleigh/Durham,NC",0,0,0,0,327
"White Plains,NY","Zurich,Switzerland",0,0,0,0,19
"Willemstad,Curacao","Newark,NJ",0,0,0,0,195
"Vancouver,Canada","Missoula,MT",0,0,0,0,21
"Bedford,MA","Paris,France",0,0,0,0,4
"Orlando,FL","Singapore,Singapore",0,0,0,0,224
"Bogota,Colombia","Washington,DC",0,0,0,0,14151
"Las Vegas,NV","Seoul,South Korea",0,0,0,0,20624
"Kolkata,India","Washington,DC",0,0,0,0,829
"Ho Chi Minh City,Vietnam","Los Angeles,CA",0,0,0,0,822
"Colorado Springs,CO","London,Canada",0,0,0,0,1
"New York,NY","Iquique,Chile",0,0,0,0,122
"Houston,TX","Doha,Qatar",0,0,0,0,70963
"New Orleans,LA","Rome,Italy",0,0,0,0,72
"New York,NY","Ibague,Colombia",0,0,0,0,96
"Calgary,Canada","Lexington,KY",0,0,0,0,3
"Montreal,Canada","Roanoke,VA",0,0,0,0,78
"Accra,Ghana","Washington,DC",0,0,0,0,18257
"Raleigh/Durham,NC","Oslo,Norway",0,0,0,0,142
"Monterey,CA","Vancouver,Canada",0,0,0,0,28
"Cortes Bay,Canada","Kenmore,WA",0,0,0,0,341
"Tokyo,Japan","Salt Lake City,UT",0,0,0,0,25414
"Madrid,Spain","Westhampton,NY",0,0,0,0,2
"Nanaimo,Canada","Kenmore,WA",0,0,0,0,251
"Fort Lauderdale,FL","Budapest,Hungary",0,0,0,0,472
"Seoul,South Korea","Oakland,CA",0,0,0,0,9
"Singapore,Singapore","Orlando,FL",0,0,0,0,173
"Van Nuys,CA","Cartagena,Colombia",0,0,0,0,4
"Toronto,Canada","Chattanooga,TN",0,0,0,0,64
"Los Angeles,CA","Berlin,Germany",0,0,0,0,289
"Detroit,MI","San Jose,Costa Rica",0,0,0,0,18
"Andros Town,The Bahamas","West Palm Beach/Palm Beach,FL",0,0,0,0,11128
"Port McNeill,Canada","Kenmore,WA",0,0,0,0,343
"Halifax,Canada","Chicago,IL",0,0,0,0,17744
"Ibague,Colombia","Miami,FL",0,0,0,0,122
"Chicago,IL","Accra,Ghana",0,0,0,0,683
"Philipsburg,Sint Maarten","San Juan,PR",0,0,0,0,4177
"Minneapolis,MN","Santiago,Dominican Republic",0,0,0,0,28
"Madrid,Spain","Greer,SC",0,0,0,0,2
"Hong Kong,Hong Kong","Denver,CO",0,0,0,0,810
"Praia,Cape Verde","Boston,MA",0,0,0,0,15334
"Kenmore,WA","Tofino,Canada",0,0,0,0,19
"Veracruz,Mexico","Las Vegas,NV",0,0,0,0,124
"Rio de Janeiro,Brazil","Charlotte,NC",0,0,0,0,48881
"Chennai,India","New York,NY",0,0,0,0,21083
"Seattle,WA","Hamilton,Canada",0,0,0,0,4
"New Haven,CT","Paris,France",0,0,0,0,1
"Geneva,Switzerland","Westhampton,NY",0,0,0,0,2
"Orlando,FL","North Eleuthera,The Bahamas",0,0,0,0,49
"Seoul,South Korea","Las Vegas,NV",0,0,0,0,30745
"Bangkok,Thailand","Detroit,MI",0,0,0,0,3273
"Miami,FL","Philipsburg,Sint Maarten",0,0,0,0,20434
"Tampa,FL","Paris,France",0,0,0,0,240
"Prague,Czech Republic","Fort Lauderdale,FL",0,0,0,0,462
"Manchester,United Kingdom","Tampa,FL",0,0,0,0,2075
"Burbank,CA","Santo Domingo,Dominican Republic",0,0,0,0,5
"Zurich,Switzerland","White Plains,NY",0,0,0,0,33
"Tampa,FL","Zurich,Switzerland",0,0,0,0,486
"Venice,Italy","Atlanta,GA",0,0,0,0,17602
"Kenmore,WA","Campbell River,Canada",0,0,0,0,717
"Dakar,Senegal","San Juan,PR",0,0,0,0,1
"Fayetteville,AR","Toronto,Canada",0,0,0,0,74
"Atlanta,GA","Cairo,Egypt",0,0,0,0,4897
"Teterboro,NJ","Nassau,The Bahamas",0,0,0,0,20
"Belize City,Belize","Los Angeles,CA",0,0,0,0,975
"Saint Barthelemy,Saint Barthelemy","Charlotte Amalie,VI",0,0,0,0,9
"San Francisco,CA","Santiago,Chile",0,0,0,0,520
"Tulsa,OK","Regina,Canada",0,0,0,0,8
"Green Bay,WI","London,Canada",0,0,0,0,5
"Boston,MA","Maracaibo,Venezuela",0,0,0,0,69
"Campbell River,Canada","Kenmore,WA",0,0,0,0,703
"Accra,Ghana","Cincinnati,OH",0,0,0,0,144
"Washington,DC","Barranquilla,Colombia",0,0,0,0,388
"Tumaco,Colombia","New York,NY",0,0,0,0,1
"Beijing,China","Guam,TT",0,0,0,0,336
"Vancouver,Canada","Roche Harbor,WA",0,0,0,0,2
"Charlotte,NC","Glasgow,United Kingdom",0,0,0,0,562
"Shannon,Ireland","Allentown/Bethlehem/Easton,PA",0,0,0,0,5
"Waco,TX","Nassau,The Bahamas",0,0,0,0,48
"Ibague,Colombia","Fort Lauderdale,FL",0,0,0,0,18
"Roatan Island,Honduras","Atlanta,GA",0,0,0,0,7781
"Saskatoon,Canada","New York,NY",0,0,0,0,33
"Toronto,Canada","Richmond,VA",0,0,0,0,7191
"El Paso,TX","Monterrey,Mexico",0,0,0,0,36
"Alexandria,LA","San Salvador,El Salvador",0,0,0,0,967
"Atlanta,GA","Fortaleza,Brazil",0,0,0,0,7536
"Nagoya,Japan","Fairbanks,AK",0,0,0,0,359
"Liberia,Costa Rica","Hartford,CT",0,0,0,0,165
"Fresno,CA","Ixtapa/Zihuatanejo,Mexico",0,0,0,0,151
"Panama City,Panama","Boston,MA",0,0,0,0,245
"Toronto,Canada","Hyannis,MA",0,0,0,0,2
"Atlanta,GA","Delhi,India",0,0,0,0,314
"Lake Simcoe,Canada","Fort Myers,FL",0,0,0,0,6
"Washington,DC","Victoria,Canada",0,0,0,0,2
"Moscow,Russia","Minneapolis,MN",0,0,0,0,491
"Philadelphia,PA","Oslo,Norway",0,0,0,0,19190
"Singapore,Singapore","Atlanta,GA",0,0,0,0,4823
"Manama,Bahrain","Houston,TX",0,0,0,0,335
"Richmond,VA","Edmonton,Canada",0,0,0,0,4
"Hartford,CT","London,United Kingdom",0,0,0,0,1
"Oakland,CA","San Jose,Costa Rica",0,0,0,0,2
"Amsterdam,Netherlands","Ontario,CA",0,0,0,0,1
"Seattle,WA","Stockholm,Sweden",0,0,0,0,1
"Tokyo,Japan","Augusta,GA",0,0,0,0,9
"St. Louis,MO","Maracaibo,Venezuela",0,0,0,0,14
"Burbank,CA","Kosipe,Papua New Guinea",0,0,0,0,10
"Halifax,Canada","Philadelphia,PA",0,0,0,0,18990
"Barcelona,Spain","Minneapolis,MN",0,0,0,0,57
"Lagos,Nigeria","Houston,TX",0,0,0,0,360
"Nuremberg,Germany","West Palm Beach/Palm Beach,FL",0,0,0,0,4
"Boston,MA","Saskatoon,Canada",0,0,0,0,2
"Detroit,MI","Chatham Kent,Canada",0,0,0,0,4
"Geneva,Switzerland","Ontario,CA",0,0,0,0,5
"Teterboro,NJ","Prague,Czech Republic",0,0,0,0,1
"Salt Lake City,UT","Cranbrook,Canada",0,0,0,0,744
"Dubai,United Arab Emirates","San Francisco,CA",0,0,0,0,105510
"Montreal,Canada","Bangor,ME",0,0,0,0,4
"Nassau,The Bahamas","Allentown/Bethlehem/Easton,PA",0,0,0,0,293
"Teterboro,NJ","Geneva,Switzerland",0,0,0,0,49
"Dakar,Senegal","Washington,DC",0,0,0,0,15343
"Myrtle Beach,SC","Montego Bay,Jamaica",0,0,0,0,7
"Reno,NV","San Jose,Costa Rica",0,0,0,0,16
"Tokyo,Japan","Rota,TT",0,0,0,0,1861
"Regina,Canada","Chicago,IL",0,0,0,0,5287
"Zurich,Switzerland","Denver,CO",0,0,0,0,2453
"San Cristobal,Mexico","Jackson,WY",0,0,0,0,2
"Bedford,MA","Nassau,The Bahamas",0,0,0,0,1
"Fort Lauderdale,FL","Managua,Nicaragua",0,0,0,0,13184
"Washington,DC","Accra,Ghana",0,0,0,0,18651
"Calgary,Canada","Milwaukee,WI",0,0,0,0,54
"Las Vegas,NV","Hamilton,Bermuda",0,0,0,0,382
"Regina,Canada","Duluth,MN",0,0,0,0,1
"Houston,TX","Kuwait,Kuwait",0,0,0,0,1868
"Caracas,Venezuela","Aguadilla,PR",0,0,0,0,239
"Kenmore,WA","Greenway Sound,Canada",0,0,0,0,23
"Seattle,WA","Greenway Sound,Canada",0,0,0,0,2
"Sanford,FL","Bournemouth,United Kingdom",0,0,0,0,557
"Nadi,Fiji","Guam,TT",0,0,0,0,6328
"Las Vegas,NV","Valencia,Spain",0,0,0,0,6
"Stockholm,Sweden","White Plains,NY",0,0,0,0,6
"Cranbrook,Canada","Salt Lake City,UT",0,0,0,0,739
"Victoria,Canada","San Francisco,CA",0,0,0,0,27815
"Ezeiza,Argentina","Seattle,WA",0,0,0,0,6
"Phoenix,AZ","Frankfurt,Germany",0,0,0,0,4847
"Burbank,CA","Montreal,Canada",0,0,0,0,2
"New Orleans,LA","Liberia,Costa Rica",0,0,0,0,104
"West Palm Beach/Palm Beach,FL","Paris,France",0,0,0,0,6
"Santa Ana,CA","Frankfurt,Germany",0,0,0,0,3
"Phoenix,AZ","Tokyo,Japan",0,0,0,0,529
"Delhi,India","Atlanta,GA",0,0,0,0,125
"Buffalo,NY","Cologne,Germany",0,0,0,0,21
"Washington,DC","Cali,Colombia",0,0,0,0,950
"Venice,Italy","Las Vegas,NV",0,0,0,0,167
"Geneva,Switzerland","Miami,FL",0,0,0,0,8
"Los Angeles,CA","Ho Chi Minh City,Vietnam",0,0,0,0,600
"Mexico City,Mexico","Aguadilla,PR",0,0,0,0,256
"Fargo,ND","London,United Kingdom",0,0,0,0,7
"Allentown/Bethlehem/Easton,PA","Grand Cayman,Cayman Islands",0,0,0,0,10
"Navegantes,Brazil","Santa Barbara,CA",0,0,0,0,2
"Aguadilla,PR","Caracas,Venezuela",0,0,0,0,107
"White Plains,NY","Magangue,Colombia",0,0,0,0,2
"White Plains,NY","Hamilton,Bermuda",0,0,0,0,2
"Las Vegas,NV","Gothenburg,Sweden",0,0,0,0,5
"Calgary,Canada","Knoxville,TN",0,0,0,0,1
"Ho Chi Minh City,Vietnam","Houston,TX",0,0,0,0,212
"Philadelphia,PA","Rio de Janeiro,Brazil",0,0,0,0,1384
"Beijing,China","Boston,MA",0,0,0,0,3570
"Cancun,Mexico","Lansing,MI",0,0,0,0,2280
"Copenhagen,Denmark","San Francisco,CA",0,0,0,0,62
"Kenmore,WA","Sechelt,Canada",0,0,0,0,42
"London,Canada","Des Moines,IA",0,0,0,0,15
"Manchester,United Kingdom","Hartford,CT",0,0,0,0,10
"Cedar Rapids/Iowa City,IA","Toronto,Canada",0,0,0,0,16
"Dalton,GA","Toronto,Canada",0,0,0,0,18
"Ixtapa/Zihuatanejo,Mexico","Sacramento,CA",0,0,0,0,390
"Santiago,Dominican Republic","Fort Lauderdale,FL",0,0,0,0,21957
"Washington,DC","Kolkata,India",0,0,0,0,728
"Boston,MA","Geneva,Switzerland",0,0,0,0,3
"Dubai,United Arab Emirates","Los Angeles,CA",0,0,0,0,97174
"Boston,MA","Chatham Kent,Canada",0,0,0,0,2
"Atlantic City,NJ","St. Kitts,Saint Kitts and Nevis",0,0,0,0,139
"Laredo,TX","Saltillo,Mexico",0,0,0,0,9
"Sapporo,Japan","Miami,FL",0,0,0,0,145
"Kingston,Jamaica","San Antonio,TX",0,0,0,0,35
"Desolation Sound,Canada","Kenmore,WA",0,0,0,0,275
"Lansing,MI","Toronto,Canada",0,0,0,0,23
"Santiago de Compostela,Spain","San Jose,CA",0,0,0,0,4
"Raleigh/Durham,NC","Frankfurt,Germany",0,0,0,0,366
"Guam,TT","Beijing,China",0,0,0,0,333
"Goose Bay,Canada","Teterboro,NJ",0,0,0,0,5
"Cincinnati,OH","Tokyo,Japan",0,0,0,0,347
"Paris,France","West Palm Beach/Palm Beach,FL",0,0,0,0,6
"Goose Bay,Canada","Minneapolis,MN",0,0,0,0,38
"Mulhouse,France","Tampa,FL",0,0,0,0,5
"Bloomington/Normal,IL","Toronto,Canada",0,0,0,0,10
"Lisbon,Portugal","Pittsburgh,PA",0,0,0,0,277
"Doha,Qatar","Washington,DC",0,0,0,0,110480
"New York,NY","San Jose del Cabo,Mexico",0,0,0,0,205
"Managua,Nicaragua","Fort Lauderdale,FL",0,0,0,0,14163
"Keflavik/Reykjavik,Iceland","White Plains,NY",0,0,0,0,5
"Winnipeg,Canada","Louisville,KY",0,0,0,0,12
"Mazatlan,Mexico","Newark,NJ",0,0,0,0,37
"Cartagena,Colombia","Washington,DC",0,0,0,0,508
"St. John's,Canada","Birmingham,AL",0,0,0,0,1
"San Francisco,CA","Victoria,Canada",0,0,0,0,28615
"Singapore,Singapore","Houston,TX",0,0,0,0,31945
"New York,NY","Naples,Italy",0,0,0,0,4338
"Columbus,GA","San Pedro Sula,Honduras",0,0,0,0,532
"Shanghai,China","Cleveland,OH",0,0,0,0,2634
"Salt Lake City,UT","Paris,France",0,0,0,0,51536
"Los Angeles,CA","Hamilton,Canada",0,0,0,0,10
"Myrtle Beach,SC","Grand Cayman,Cayman Islands",0,0,0,0,2
"Richmond,VA","Grand Cayman,Cayman Islands",0,0,0,0,5
"Boca Raton,FL","Toronto,Canada",0,0,0,0,7
"Guayaquil,Ecuador","Alexandria,LA",0,0,0,0,298
"Port McNeill,Canada","Seattle,WA",0,0,0,0,174
"Salt Lake City,UT","Hong Kong,Hong Kong",0,0,0,0,1220
"Burbank,CA","Kingston,Jamaica",0,0,0,0,10
"Lima,Peru","Salt Lake City,UT",0,0,0,0,1023
"Shanghai,China","Guam,TT",0,0,0,0,303
"Ottawa,Canada","Worcester,MA",0,0,0,0,2
"Miami,FL","Neiva,Colombia",0,0,0,0,152
"Halifax,Canada","Atlanta,GA",0,0,0,0,548
"Pittsburgh,PA","Lisbon,Portugal",0,0,0,0,286
"Fort Lauderdale,FL","Philipsburg,Sint Maarten",0,0,0,0,1636
"Alexandria,LA","Guayaquil,Ecuador",0,0,0,0,334
"Myrtle Beach,SC","Hamilton,Canada",0,0,0,0,7
"Atlantic City,NJ","Budapest,Hungary",0,0,0,0,3
"Washington,DC","Lajes,Portugal",0,0,0,0,184
"Raleigh/Durham,NC","Glasgow,United Kingdom",0,0,0,0,4
"Ottawa,Canada","South Bend,IN",0,0,0,0,12
"Teterboro,NJ","Ingolstadt,Germany",0,0,0,0,3
"Guadalajara,Mexico","Santa Ana,CA",0,0,0,0,10
"Tokyo,Japan","Hartford,CT",0,0,0,0,9
"Toronto,Canada","Brunswick,GA",0,0,0,0,119
"Phoenix,AZ","Hong Kong,Hong Kong",0,0,0,0,78
"Montreal,Canada","Appleton,WI",0,0,0,0,27
"Copenhagen,Denmark","Detroit,MI",0,0,0,0,148
"Scranton/Wilkes-Barre,PA","Toronto,Canada",0,0,0,0,2
"Orlando,FL","Tenerife,Spain",0,0,0,0,121
"New York,NY","Charlottetown,Canada",0,0,0,0,1922
"Teterboro,NJ","Farnborough,United Kingdom",0,0,0,0,7
"Washington,DC","Manizales,Colombia",0,0,0,0,1
"Memphis,TN","Providenciales,Turks and Caicos Islands",0,0,0,0,54
"Chicago,IL","Moss Town,The Bahamas",0,0,0,0,206
"Newark,NJ","Lajes,Portugal",0,0,0,0,309
"Fort Lauderdale,FL","Monteria,Colombia",0,0,0,0,3
"Miami,FL","Samana,Dominican Republic",0,0,0,0,249
"Kansas City,MO","Halifax,Canada",0,0,0,0,9
"Vancouver,Canada","Monterey,CA",0,0,0,0,24
"Cairo,Egypt","Atlanta,GA",0,0,0,0,2309
"Philadelphia,PA","Brussels,Belgium",0,0,0,0,35696
"Fairbanks,AK","Osaka,Japan",0,0,0,0,931
"Washington,DC","Keflavik/Reykjavik,Iceland",0,0,0,0,1
"Portland,ME","San Jose,Costa Rica",0,0,0,0,5
"Kuwait,Kuwait","Washington,DC",0,0,0,0,57918
"Charlottetown,Canada","New York,NY",0,0,0,0,1603
"New York,NY","Liberia,Costa Rica",0,0,0,0,97
"Tampa,FL","Accra,Ghana",0,0,0,0,33
"London,United Kingdom","International Falls,MN",0,0,0,0,2
"Honolulu,HI","Mexico City,Mexico",0,0,0,0,95
"Washington,DC","Dakar,Senegal",0,0,0,0,17399
"Osaka,Japan","Denver,CO",0,0,0,0,5
"Philadelphia,PA","Halifax,Canada",0,0,0,0,20062
"Willemstad,Curacao","Denver,CO",0,0,0,0,33
"Amman,Jordan","Atlanta,GA",0,0,0,0,654
"Ponce,PR","Santo Domingo,Dominican Republic",0,0,0,0,146
"Fairbanks,AK","Grande Prairie,Canada",0,0,0,0,118
"Hong Kong,Hong Kong","Salt Lake City,UT",0,0,0,0,1217
"Bogota,Colombia","St. Louis,MO",0,0,0,0,63
"Sydney,Australia","Atlanta,GA",0,0,0,0,6960
"Cedar Rapids/Iowa City,IA","Winnipeg,Canada",0,0,0,0,8
"Detroit,MI","Santiago,Dominican Republic",0,0,0,0,180
"Fort Lauderdale,FL","Moncton,Canada",0,0,0,0,79
"Tel Aviv,Israel","Charlotte,NC",0,0,0,0,189
"Atlanta,GA","Venice,Italy",0,0,0,0,16187
"Fargo,ND","Moscow,Russia",0,0,0,0,9
"Johannesburg,South Africa","Orlando,FL",0,0,0,0,606
"Calgary,Canada","Springfield,IL",0,0,0,0,5
"Managua,Nicaragua","San Antonio,TX",0,0,0,0,165
"Seattle,WA","Abbotsford,Canada",0,0,0,0,6
"Tofino,Canada","Portland,OR",0,0,0,0,7
"Port-au-Prince,Haiti","Atlanta,GA",0,0,0,0,444
"Houston,TX","Kingston,Jamaica",0,0,0,0,137
"Athens,Greece","Chicago,IL",0,0,0,0,820
"Big Bay Marina,Canada","Kenmore,WA",0,0,0,0,327
"Fort Myers,FL","Humberside,United Kingdom",0,0,0,0,4
"Atlanta,GA","Fort de France,Martinique",0,0,0,0,166
"Charlottetown,Canada","Columbus,OH",0,0,0,0,27
"Atlanta,GA","Port-au-Prince,Haiti",0,0,0,0,1101
"Chicago,IL","Dubai,United Arab Emirates",0,0,0,0,2983
"Philipsburg,Sint Maarten","New York,NY",0,0,0,0,16847
"Cayman Brac,Cayman Islands","Houston,TX",0,0,0,0,79
"San Francisco,CA","Copenhagen,Denmark",0,0,0,0,26
"Newark,NJ","Rzeszow,Poland",0,0,0,0,3040
"Tuktoyaktuk,Canada","Fairbanks,AK",0,0,0,0,9
"Los Angeles,CA","Berne,Switzerland",0,0,0,0,9
"Raleigh/Durham,NC","Willemstad,Curacao",0,0,0,0,33
"Santa Barbara,CA","Vancouver,Canada",0,0,0,0,7
"Cairo,Egypt","Bangor,ME",0,0,0,0,5
"Atlanta,GA","Amman,Jordan",0,0,0,0,832
"Orlando,FL","Berlin,Germany",0,0,0,0,546
"Lima,Peru","Orlando,FL",0,0,0,0,428
"Dubai,United Arab Emirates","Washington,DC",0,0,0,0,67381
