"departure city","long. departure (decimal)","lat. departure (decimal)","departure country","arrival city","long. departure (decimal)","lat. departure (decimal)","arrival country","number of routes","distance"
"Nuernberg",11.111,49.831,"Germany","Fuerteventura",-13.773,28.754,"Spain",1,3145
"Nuernberg",11.111,49.831,"Germany","Funchal",-16.625,33.163,"Portugal",1,2932
"Nuernberg",11.111,49.831,"Germany","Muenster/osnabrueck",8.141,52.224,"Germany",1,337
"Nuernberg",11.111,49.831,"Germany","Dortmund",8.02,51.863,"Germany",1,313
"Nuernberg",11.111,49.831,"Germany","Dresden",14.278,51.221,"Germany",1,272
"Nuernberg",11.111,49.831,"Germany","Djerba",11.292,34.458,"Tunisia",1,1709
"Nuernberg",11.111,49.831,"Germany","Cologne",7.237,51.443,"Germany",1,326
"Nuernberg",11.111,49.831,"Germany","Bremen",9.311,53.079,"Germany",1,382
"Nuernberg",11.111,49.831,"Germany","Antalya",31.334,37.497,"Turkey",1,2115
"Nuernberg",11.111,49.831,"Germany","Agadir",-9.244,30.635,"Morocco",1,2727
"Nuernberg",11.111,49.831,"Germany","Las Palmas",-13.343,29.575,"Spain",1,3046
"Enfidha",10.731,36.126,"Tunisia","Nuernberg",11.111,49.831,"Germany",1,1524
"Munich",12.31,48.589,"Germany","Windhoek",17.77,-22.145,"Namibia",1,7884
"Munich",12.31,48.589,"Germany","Varadero",-81.059,23.057,"Cuba",1,8345
"Munich",12.31,48.589,"Germany","Punta Cana",-67.94,18.945,"Dominican Republic",1,7733
"Munich",12.31,48.589,"Germany","Puerto Plata",-70.284,20.263,"Dominican Republic",1,7799
"Munich",12.31,48.589,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1203
"Munich",12.31,48.589,"Germany","Male",73.881,4.319,"Maldives",1,7589
"Munich",12.31,48.589,"Germany","Mombasa",39.99,-3.392,"Kenya",1,6370
"Munich",12.31,48.589,"Germany","Luxor",33.177,26.118,"Egypt",1,3083
"Munich",12.31,48.589,"Germany","Phuket",98.528,8.188,"Thailand",1,9048
"Munich",12.31,48.589,"Germany","Cancun",-86.796,21.06,"Mexico",1,8907
"Male",73.881,4.319,"Maldives","Munich",12.31,48.589,"Germany",1,7589
"Male",73.881,4.319,"Maldives","Duesseldorf",7.277,51.482,"Germany",1,8029
"Montego Bay",-77.856,18.839,"Jamaica","Duesseldorf",7.277,51.482,"Germany",1,8048
"Mombasa",39.99,-3.392,"Kenya","Munich",12.31,48.589,"Germany",1,6370
"Mombasa",39.99,-3.392,"Kenya","Duesseldorf",7.277,51.482,"Germany",1,6841
"Luxor",33.177,26.118,"Egypt","Nuernberg",11.111,49.831,"Germany",1,3243
"Gran Canaria",-14.978,28.553,"Spain","Saarbruecken",7.182,49.357,"Germany",1,2980
"Gran Canaria",-14.978,28.553,"Spain","Nuernberg",11.111,49.831,"Germany",1,3231
"Gran Canaria",-14.978,28.553,"Spain","Muenster/osnabrueck",8.141,52.224,"Germany",1,3250
"Gran Canaria",-14.978,28.553,"Spain","Dortmund",8.02,51.863,"Germany",1,3216
"Gran Canaria",-14.978,28.553,"Spain","Dresden",14.278,51.221,"Germany",1,3503
"Linz",14.312,48.388,"Austria","Berlin",13.479,52.932,"Germany",1,508
"Leipzig",12.402,51.72,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1490
"Leipzig",12.402,51.72,"Germany","Nuernberg",11.111,49.831,"Germany",1,228
"Leipzig",12.402,51.72,"Germany","Luxor",33.177,26.118,"Egypt",1,3340
"Leipzig",12.402,51.72,"Germany","Hurghada",34.332,27.297,"Egypt",1,3276
"Leipzig",12.402,51.72,"Germany","Antalya",31.334,37.497,"Turkey",1,2166
"Leipzig",12.402,51.72,"Germany","Las Palmas",-13.343,29.575,"Spain",1,3249
"Almeria",-1.951,37.406,"Spain","Palma de Mallorca",3.212,39.922,"Spain",1,528
"Larnaca",34.041,35.458,"Cyprus","Nuernberg",11.111,49.831,"Germany",1,2446
"Krakow",20.308,50.129,"Poland","Berlin",13.479,52.932,"Germany",1,565
"Innsbruck",11.573,47.433,"Austria","Berlin",13.479,52.932,"Germany",1,626
"Innsbruck",11.573,47.433,"Austria","Hamburg",10.647,54.05,"Germany",1,738
"Innsbruck",11.573,47.433,"Austria","Duesseldorf",7.277,51.482,"Germany",1,546
"Hurghada",34.332,27.297,"Egypt","Berlin",13.479,52.932,"Germany",1,3330
"Hurghada",34.332,27.297,"Egypt","Paderborn",9.027,52.023,"Germany",1,3463
"Hurghada",34.332,27.297,"Egypt","Nuernberg",11.111,49.831,"Germany",1,3190
"Hurghada",34.332,27.297,"Egypt","Hannover",10.141,52.768,"Germany",1,3466
"Hurghada",34.332,27.297,"Egypt","Dresden",14.278,51.221,"Germany",1,3148
"Hurghada",34.332,27.297,"Egypt","Cologne",7.237,51.443,"Germany",1,3513
"Phuket",98.528,8.188,"Thailand","Berlin",13.479,52.932,"Germany",1,8950
"Phuket",98.528,8.188,"Thailand","Munich",12.31,48.589,"Germany",1,9048
"Hamburg",10.647,54.05,"Germany","Salzburg",13.007,48.322,"Austria",1,657
"Hamburg",10.647,54.05,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1666
"Hamburg",10.647,54.05,"Germany","Innsbruck",11.573,47.433,"Austria",1,738
"Hamburg",10.647,54.05,"Germany","Karlsruhe/Baden-Baden",8.134,49.298,"Germany",1,555
"Hannover",10.141,52.768,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1522
"Hannover",10.141,52.768,"Germany","Nuernberg",11.111,49.831,"Germany",1,333
"Hannover",10.141,52.768,"Germany","Luxor",33.177,26.118,"Egypt",1,3529
"Hannover",10.141,52.768,"Germany","Arvidsjaur",19.469,65.983,"Sweden",1,1557
"Westerland",8.567,55.522,"Germany","Duesseldorf",7.277,51.482,"Germany",1,457
"Graz",15.732,47.651,"Austria","Berlin",13.479,52.932,"Germany",1,608
"Gothenborg",12.466,58.104,"Sweden","Berlin",13.479,52.932,"Germany",1,578
"Fuerteventura",-13.773,28.754,"Spain","Nuernberg",11.111,49.831,"Germany",1,3145
"Fuerteventura",-13.773,28.754,"Spain","Funchal",-16.625,33.163,"Portugal",1,560
"Fuerteventura",-13.773,28.754,"Spain","Muenster/osnabrueck",8.141,52.224,"Germany",1,3173
"Fuerteventura",-13.773,28.754,"Spain","Dortmund",8.02,51.863,"Germany",1,3138
"Fuerteventura",-13.773,28.754,"Spain","Dresden",14.278,51.221,"Germany",1,3416
"Funchal",-16.625,33.163,"Portugal","Berlin",13.479,52.932,"Germany",1,3245
"Funchal",-16.625,33.163,"Portugal","Nuernberg",11.111,49.831,"Germany",1,2932
"Funchal",-16.625,33.163,"Portugal","Hamburg",10.647,54.05,"Germany",1,3157
"Funchal",-16.625,33.163,"Portugal","Duesseldorf",7.277,51.482,"Germany",1,2805
"Funchal",-16.625,33.163,"Portugal","Dresden",14.278,51.221,"Germany",1,3202
"Muenster/osnabrueck",8.141,52.224,"Germany","Berlin",13.479,52.932,"Germany",1,369
"Muenster/osnabrueck",8.141,52.224,"Germany","Tenerife",-16.288,28.074,"Spain",1,3360
"Muenster/osnabrueck",8.141,52.224,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1418
"Muenster/osnabrueck",8.141,52.224,"Germany","Nuernberg",11.111,49.831,"Germany",1,337
"Muenster/osnabrueck",8.141,52.224,"Germany","Gran Canaria",-14.978,28.553,"Spain",1,3250
"Muenster/osnabrueck",8.141,52.224,"Germany","Fuerteventura",-13.773,28.754,"Spain",1,3173
"Karlsruhe/Baden-Baden",8.134,49.298,"Germany","Berlin",13.479,52.932,"Germany",1,549
"Karlsruhe/Baden-Baden",8.134,49.298,"Germany","Hamburg",10.647,54.05,"Germany",1,555
"Faro",-7.944,37.024,"Portugal","Palma de Mallorca",3.212,39.922,"Spain",1,1022
"Erbil",44.605,36.396,"Iraq","Duesseldorf",7.277,51.482,"Germany",1,3375
"Dubai",55.607,25.421,"United Arab Emirates","Berlin",13.479,52.932,"Germany",1,4640
"Duesseldorf",7.277,51.482,"Germany","Varadero",-81.059,23.057,"Cuba",1,7911
"Duesseldorf",7.277,51.482,"Germany","Tel-aviv",35.477,32.018,"Israel",1,3150
"Duesseldorf",7.277,51.482,"Germany","Salzburg",13.007,48.322,"Austria",1,539
"Duesseldorf",7.277,51.482,"Germany","Sharm El Sheikh",34.658,28.628,"Egypt",1,3408
"Duesseldorf",7.277,51.482,"Germany","Skopje",22.035,42.602,"Macedonia",1,1486
"Duesseldorf",7.277,51.482,"Germany","Marsa Alam",34.972,25.928,"Egypt",1,3677
"Duesseldorf",7.277,51.482,"Germany","Punta Cana",-67.94,18.945,"Dominican Republic",1,7355
"Duesseldorf",7.277,51.482,"Germany","Puerto Plata",-70.284,20.263,"Dominican Republic",1,7407
"Duesseldorf",7.277,51.482,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1323
"Duesseldorf",7.277,51.482,"Germany","Male",73.881,4.319,"Maldives",1,8029
"Duesseldorf",7.277,51.482,"Germany","Montego Bay",-77.856,18.839,"Jamaica",1,8048
"Duesseldorf",7.277,51.482,"Germany","Mombasa",39.99,-3.392,"Kenya",1,6841
"Duesseldorf",7.277,51.482,"Germany","Luxor",33.177,26.118,"Egypt",1,3565
"Duesseldorf",7.277,51.482,"Germany","Innsbruck",11.573,47.433,"Austria",1,546
"Duesseldorf",7.277,51.482,"Germany","Westerland",8.567,55.522,"Germany",1,457
"Duesseldorf",7.277,51.482,"Germany","Funchal",-16.625,33.163,"Portugal",1,2805
"Duesseldorf",7.277,51.482,"Germany","Erbil",44.605,36.396,"Iraq",1,3375
"Duesseldorf",7.277,51.482,"Germany","Willemstad",-68.934,12.314,"Netherlands Antilles",1,7986
"Duesseldorf",7.277,51.482,"Germany","Cancun",-86.796,21.06,"Mexico",1,8464
"Duesseldorf",7.277,51.482,"Germany","Bangkok",101.245,14.135,"Thailand",1,9052
"Duesseldorf",7.277,51.482,"Germany","Alicante",-0.264,38.47,"Spain",1,1561
"Duesseldorf",7.277,51.482,"Germany","Malaga",-4.166,37.124,"Spain",1,1833
"Dortmund",8.02,51.863,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1378
"Dortmund",8.02,51.863,"Germany","Nuernberg",11.111,49.831,"Germany",1,313
"Dortmund",8.02,51.863,"Germany","Gran Canaria",-14.978,28.553,"Spain",1,3216
"Dortmund",8.02,51.863,"Germany","Fuerteventura",-13.773,28.754,"Spain",1,3138
"Dresden",14.278,51.221,"Germany","Tenerife",-16.288,28.074,"Spain",1,3621
"Dresden",14.278,51.221,"Germany","Nuernberg",11.111,49.831,"Germany",1,272
"Dresden",14.278,51.221,"Germany","Gran Canaria",-14.978,28.553,"Spain",1,3503
"Dresden",14.278,51.221,"Germany","Hurghada",34.332,27.297,"Egypt",1,3148
"Dresden",14.278,51.221,"Germany","Fuerteventura",-13.773,28.754,"Spain",1,3416
"Dresden",14.278,51.221,"Germany","Las Palmas",-13.343,29.575,"Spain",1,3318
"Djerba",11.292,34.458,"Tunisia","Nuernberg",11.111,49.831,"Germany",1,1709
"Willemstad",-68.934,12.314,"Netherlands Antilles","Duesseldorf",7.277,51.482,"Germany",1,7986
"Cancun",-86.796,21.06,"Mexico","Munich",12.31,48.589,"Germany",1,8907
"Cancun",-86.796,21.06,"Mexico","Duesseldorf",7.277,51.482,"Germany",1,8464
"Catania",15.11,37.777,"Italy","Zurich",8.915,47.774,"Switzerland",1,1220
"Cologne",7.237,51.443,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1318
"Cologne",7.237,51.443,"Germany","Nuernberg",11.111,49.831,"Germany",1,326
"Cologne",7.237,51.443,"Germany","Luxor",33.177,26.118,"Egypt",1,3564
"Cologne",7.237,51.443,"Germany","Hurghada",34.332,27.297,"Egypt",1,3513
"Cologne",7.237,51.443,"Germany","Antalya",31.334,37.497,"Turkey",1,2442
"Cologne",7.237,51.443,"Germany","Las Palmas",-13.343,29.575,"Spain",1,2967
"Basel-Mulhouse-Freiburg",7.881,47.983,"Switzerland","Tenerife",-16.288,28.074,"Spain",1,3037
"Basel-Mulhouse-Freiburg",7.881,47.983,"Switzerland","Fuerteventura",-13.773,28.754,"Spain",1,2832
"Bremen",9.311,53.079,"Germany","Palma de Mallorca",3.212,39.922,"Spain",1,1534
"Bremen",9.311,53.079,"Germany","Nuernberg",11.111,49.831,"Germany",1,382
"Bangkok",101.245,14.135,"Thailand","Berlin",13.479,52.932,"Germany",1,8609
"Bangkok",101.245,14.135,"Thailand","Duesseldorf",7.277,51.482,"Germany",1,9052
"Bilbao",-2.852,43.501,"Spain","Palma de Mallorca",3.212,39.922,"Spain",1,641
"Brindisi",18.578,41.096,"Italy","Zurich",8.915,47.774,"Switzerland",1,1066
"Antalya",31.334,37.497,"Turkey","Nuernberg",11.111,49.831,"Germany",1,2115
"Antalya",31.334,37.497,"Turkey","Leipzig",12.402,51.72,"Germany",1,2166
"Antalya",31.334,37.497,"Turkey","Cologne",7.237,51.443,"Germany",1,2442
"Alicante",-0.264,38.47,"Spain","Duesseldorf",7.277,51.482,"Germany",1,1561
"Arvidsjaur",19.469,65.983,"Sweden","Hannover",10.141,52.768,"Germany",1,1557
"Malaga",-4.166,37.124,"Spain","Duesseldorf",7.277,51.482,"Germany",1,1833
"Agadir",-9.244,30.635,"Morocco","Nuernberg",11.111,49.831,"Germany",1,2727
"Las Palmas",-13.343,29.575,"Spain","Berlin",13.479,52.932,"Germany",1,3391
"Las Palmas",-13.343,29.575,"Spain","Santa Cruz De La Palma",-17.593,29.044,"Spain",1,416
"Las Palmas",-13.343,29.575,"Spain","Paderborn",9.027,52.023,"Germany",1,3099
"Las Palmas",-13.343,29.575,"Spain","Nuernberg",11.111,49.831,"Germany",1,3046
"Las Palmas",-13.343,29.575,"Spain","Funchal",-16.625,33.163,"Portugal",1,506
"Las Palmas",-13.343,29.575,"Spain","Cologne",7.237,51.443,"Germany",1,2967
"Zihuatanejo",-101.101,18.002,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1785
"Bentonville",-93.845,36.469,"United States","New York",-73.632,41.066,"United States",1,1820
"Bentonville",-93.845,36.469,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,404
"Valparaiso",-86.209,30.805,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1004
"Vera Cruz",-95.646,19.243,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1586
"Hewandorra",-60.921,14.221,"Saint Lucia","Miami",-79.818,26.322,"United States",1,2381
"Knoxville",-83.991,36.351,"United States","Miami",-79.818,26.322,"United States",1,1183
"Knoxville",-83.991,36.351,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1173
"Tyler",-95.004,32.59,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,164
"Texarkana",-93.986,33.756,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,225
"Tucson",-110.902,32.193,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1361
"Tulsa",-95.814,36.33,"United States","Miami",-79.818,26.322,"United States",1,1878
"BRISTOL",-82.013,36.792,"United States","Chicago",-87.842,42.631,"United States",1,818
"Torreon",-103.018,25.947,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1054
"Toledo",-83.68,41.978,"United States","Chicago",-87.842,42.631,"United States",1,349
"Tallahassee",-83.918,30.66,"United States","Miami",-79.818,26.322,"United States",1,626
"Tallahassee",-83.918,30.66,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1216
"Philipsburg",-62.515,18.068,"Netherlands Antilles","Miami",-79.818,26.322,"United States",1,2001
"St. Croix Island",-64.665,18.169,"Virgin Islands","Miami",-79.818,26.322,"United States",1,1801
"St. Thomas",-64.956,18.562,"Virgin Islands","Boston",-70.342,42.607,"United States",1,2721
"St. Louis",-89.951,39.247,"United States","Miami",-79.818,26.322,"United States",1,1718
"Santiago",-70.342,19.676,"Dominican Republic","San Juan",-65.337,18.732,"Puerto Rico",1,535
"Wichita Falls",-98.154,34.647,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,206
"Castries",-60.989,14.033,"Saint Lucia","San Juan",-65.337,18.732,"Puerto Rico",1,698
"San Luis Potosi",-100.885,22.423,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1307
"Basse Terre",-62.532,17.518,"Saint Kitts and Nevis","San Juan",-65.337,18.732,"Puerto Rico",1,325
"Basse Terre",-62.532,17.518,"Saint Kitts and Nevis","Miami",-79.818,26.322,"United States",1,2031
"Basse Terre",-62.532,17.518,"Saint Kitts and Nevis","New York",-73.632,41.066,"United States",1,2825
"San Juan",-65.337,18.732,"Puerto Rico","Santiago",-70.342,19.676,"Dominican Republic",1,535
"San Juan",-65.337,18.732,"Puerto Rico","Castries",-60.989,14.033,"Saint Lucia",1,698
"San Juan",-65.337,18.732,"Puerto Rico","Basse Terre",-62.532,17.518,"Saint Kitts and Nevis",1,325
"San Juan",-65.337,18.732,"Puerto Rico","Punta Cana",-67.94,18.945,"Dominican Republic",1,274
"San Juan",-65.337,18.732,"Puerto Rico","Pointe-a-pitre",-61.22,16.442,"Guadeloupe",1,505
"San Juan",-65.337,18.732,"Puerto Rico","La Romana",-68.854,18.751,"Dominican Republic",1,370
"San Juan",-65.337,18.732,"Puerto Rico","Point Salines",-61.644,12.007,"Grenada",1,846
"San Juan",-65.337,18.732,"Puerto Rico","Fort-de-france",-60.339,14.985,"Martinique",1,675
"San Juan",-65.337,18.732,"Puerto Rico","Dominica",-60.834,15.911,"Dominica",1,571
"San Juan",-65.337,18.732,"Puerto Rico","Dallas-fort Worth",-96.397,33.494,"United States",1,3488
"San Juan",-65.337,18.732,"Puerto Rico","Caracas",-66.985,11.005,"Venezuela",1,877
"San Juan",-65.337,18.732,"Puerto Rico","Bridgetown",-59.155,13.124,"Barbados",1,908
"San Angelo",-100.161,31.596,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,411
"San Jose Del Cabo",-109.536,23.253,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1714
"Shreveport",-93.71,32.744,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,263
"Springfield",-92.982,37.409,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,533
"Santo Domingo",-69.449,18.716,"Dominican Republic","Miami",-79.818,26.322,"United States",1,1358
"Louisville",-85.561,38.29,"United States","Miami",-79.818,26.322,"United States",1,1435
"Louisville",-85.561,38.29,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1111
"Savannah",-80.671,32.212,"United States","Miami",-79.818,26.322,"United States",1,660
"Savannah",-80.671,32.212,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1474
"San Diego",-116.65,33.222,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1878
"Santa Fe",-105.483,36.028,"United States","Los Angeles",-118.014,34.57,"United States",1,1147
"Santa Fe",-105.483,36.028,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,876
"Fort Myers",-81.592,26.893,"United States","Miami",-79.818,26.322,"United States",1,187
"Fort Myers",-81.592,26.893,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1598
"Roswell",-104.218,33.502,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,725
"Reno",-119.614,39.831,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,2179
"Richmond",-76.867,37.841,"United States","Miami",-79.818,26.322,"United States",1,1310
"Richmond",-76.867,37.841,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1825
"Recife",-34.872,-7.545,"Brazil","Miami",-79.818,26.322,"United States",1,6138
"Raleigh-durham",-78.646,36.462,"United States","Miami",-79.818,26.322,"United States",1,1132
"Raleigh-durham",-78.646,36.462,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1648
"Rapid City",-102.429,44.075,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1286
"Queretaro",-99.643,21.028,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1422
"Puerto Vallarta",-104.757,21.133,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1601
"Punta Cana",-67.94,18.945,"Dominican Republic","San Juan",-65.337,18.732,"Puerto Rico",1,274
"Panama City",-78.973,9.118,"Panama","Dallas-fort Worth",-96.397,33.494,"United States",1,3244
"Pointe-a-pitre",-61.22,16.442,"Guadeloupe","San Juan",-65.337,18.732,"Puerto Rico",1,505
"Palm Springs",-116.178,34.382,"United States","Chicago",-87.842,42.631,"United States",1,2615
"Palm Springs",-116.178,34.382,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1824
"Puerto Plata",-70.284,20.263,"Dominican Republic","Miami",-79.818,26.322,"United States",1,1183
"Pensacola",-86.645,30.789,"United States","Miami",-79.818,26.322,"United States",1,831
"Pensacola",-86.645,30.789,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,965
"Providenciales",-71.777,22.289,"Turks and Caicos Islands","Miami",-79.818,26.322,"United States",1,929
"Providenciales",-71.777,22.289,"Turks and Caicos Islands","Dallas-fort Worth",-96.397,33.494,"United States",1,2711
"Pittsburgh (pennsylva)",-79.722,40.819,"United States","Miami",-79.818,26.322,"United States",1,1612
"Pittsburgh (pennsylva)",-79.722,40.819,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1683
"Peoria",-89.489,41.107,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1043
"Phoenix",-111.353,33.723,"United States","Miami",-79.818,26.322,"United States",1,3132
"West Palm Beach",-79.493,27.138,"United States","Chicago",-87.842,42.631,"United States",1,1881
"West Palm Beach",-79.493,27.138,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1766
"Norfolk",-75.669,37.491,"United States","Miami",-79.818,26.322,"United States",1,1301
"Norfolk",-75.669,37.491,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1924
"Chicago",-87.842,42.631,"United States","BRISTOL",-82.013,36.792,"United States",1,818
"Chicago",-87.842,42.631,"United States","Toledo",-83.68,41.978,"United States",1,349
"Chicago",-87.842,42.631,"United States","Palm Springs",-116.178,34.382,"United States",1,2615
"Chicago",-87.842,42.631,"United States","West Palm Beach",-79.493,27.138,"United States",1,1881
"Chicago",-87.842,42.631,"United States","Marquette",-86.993,46.589,"United States",1,445
"Chicago",-87.842,42.631,"United States","Manhattan",-96.452,39.234,"United States",1,815
"Chicago",-87.842,42.631,"United States","LaCrosse",-90.762,44.464,"United States",1,311
"Chicago",-87.842,42.631,"United States","Wilmington",-77.838,34.451,"United States",1,1256
"Chicago",-87.842,42.631,"United States","Hayden",-106.697,40.801,"United States",1,1574
"Chicago",-87.842,42.631,"United States","Flint",-83.573,43.609,"United States",1,363
"Chicago",-87.842,42.631,"United States","Evansville",-87.221,38.061,"United States",1,510
"Chicago",-87.842,42.631,"United States","Vail",-106.863,40.07,"United States",1,1609
"Chicago",-87.842,42.631,"United States","Dubuque IA",-90.516,42.67,"United States",1,218
"Chicago",-87.842,42.631,"United States","Cozumel",-86.877,20.87,"Mexico",1,2421
"Chicago",-87.842,42.631,"United States","Champaign",-87.797,40.065,"United States",1,285
"Chicago",-87.842,42.631,"United States","Charlottesville VA",-78.089,38.231,"United States",1,958
"Chicago",-87.842,42.631,"United States","Chattanooga",-84.674,35.058,"United States",1,885
"Chicago",-87.842,42.631,"United States","Bloomington",-88.86,40.795,"United States",1,220
"Chicago",-87.842,42.631,"United States","Kalamazoo",-85.254,42.391,"United States",1,213
"Chicago",-87.842,42.631,"United States","Watertown",-96.592,45.523,"United States",1,768
"Ontario",-117.336,34.093,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1932
"Kahului",-156.051,21.497,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,5953
"Nassau",-77.111,25.064,"Bahamas","Dallas-fort Worth",-96.397,33.494,"United States",1,2087
"Mazatlan",-105.777,23.268,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,1459
"Montevideo",-55.385,-34.731,"Uruguay","Miami",-79.818,26.322,"United States",1,7259
"Monterrey",-99.512,26.297,"Mexico","Dallas-fort Worth",-96.397,33.494,"United States",1,854
"Montrose CO",-107.824,38.849,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1184
"Madison",-88.896,43.233,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1263
"Marquette",-86.993,46.589,"United States","Chicago",-87.842,42.631,"United States",1,445
"Mobile",-87.739,31.152,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,853
"Monroe",-91.397,32.851,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,470
"Moline",-90.18,41.747,"United States","Dallas-fort Worth",-96.397,33.494,"United States",1,1067
"Miami",-79.818,26.322,"United States","Hewandorra",-60.921,14.221,"Saint Lucia",1,2381
"Miami",-79.818,26.322,"United States","Knoxville",-83.991,36.351,"United States",1,1183
"Miami",-79.818,26.322,"United States","Tulsa",-95.814,36.33,"United States",1,1878
"Miami",-79.818,26.322,"United States","Tallahassee",-83.918,30.66,"United States",1,626
"Miami",-79.818,26.322,"United States","Philipsburg",-62.515,18.068,"Netherlands Antilles",1,2001
"Miami",-79.818,26.322,"United States","St. Croix Island",-64.665,18.169,"Virgin Islands",1,1801
"Miami",-79.818,26.322,"United States","St. Louis",-89.951,39.247,"United States",1,1718
"Miami",-79.818,26.322,"United States","Salvador",-37.886,-12.852,"Brazil",1,6286
"Miami",-79.818,26.322,"United States","Basse Terre",-62.532,17.518,"Saint Kitts and Nevis",1,2031
"Miami",-79.818,26.322,"United States","San Juan",-65.337,18.732,"Puerto Rico",1,1708
"Miami",-79.818,26.322,"United States","Santo Domingo",-69.449,18.716,"Dominican Republic",1,1358
"Miami",-79.818,26.322,"United States","Louisville",-85.561,38.29,"United States",1,1435
"Miami",-79.818,26.322,"United States","Savannah",-80.671,32.212,"United States",1,660
"Miami",-79.818,26.322,"United States","Fort Myers",-81.592,26.893,"United States",1,187
"Miami",-79.818,26.322,"United States","Richmond",-76.867,37.841,"United States",1,1310
"Miami",-79.818,26.322,"United States","Raleigh-durham",-78.646,36.462,"United States",1,1132
"Miami",-79.818,26.322,"United States","Puerto Plata",-70.284,20.263,"Dominican Republic",1,1183
"Miami",-79.818,26.322,"United States","Pensacola",-86.645,30.789,"United States",1,831
"Miami",-79.818,26.322,"United States","Providenciales",-71.777,22.289,"Turks and Caicos Islands",1,929
"Miami",-79.818,26.322,"United States","Pittsburgh (pennsylva)",-79.722,40.819,"United States",1,1612
"Miami",-79.818,26.322,"United States","Norfolk",-75.669,37.491,"United States",1,1301
"Miami",-79.818,26.322,"United States","Montevideo",-55.385,-34.731,"Uruguay",1,7259
"Miami",-79.818,26.322,"United States","New Orleans",-89.764,30.655,"United States",1,1084
"Miami",-79.818,26.322,"United States","Marsh Harbor",-76.473,26.852,"Bahamas",1,337
"Miami",-79.818,26.322,"United States","Montego Bay",-77.856,18.839,"Jamaica",1,856
"Miami",-79.818,26.322,"United States","Maracaibo",-71.547,10.93,"Venezuela",1,1918
"Miami",-79.818,26.322,"United States","La Romana",-68.854,18.751,"Dominican Republic",1,1404
"Miami",-79.818,26.322,"United States","La Paz",-67.654,-16.189,"Bolivia",1,4906
"Miami",-79.818,26.322,"United States","Liberia",-85.241,10.988,"Costa Rica",1,1797
"Miami",-79.818,26.322,"United States","Las Vegas",-114.588,36.133,"United States",1,3459
"Miami",-79.818,26.322,"United States","Jacksonville",-81.48,30.823,"United States",1,526
"Miami",-79.818,26.322,"United States","Indianapolis",-85.824,40.195,"United States",1,1639
"Miami",-79.818,26.322,"United States","Greensboro",-79.896,36.162,"United States",1,1094
"Miami",-79.818,26.322,"United States","Gainesville",-81.787,30.15,"United States",1,467
